"","dataset$id[!is.na(dataset$id)]","Obrashenie","cluster"
"338","344","Схема, представленная в слайде, очень низкого качества и создаёт проблемы для ознакомления с содержанием слайда, к тому же вызывает вопросы к качеству проделанной над презентацией работы в целом. Выходом может являться перерисовка схемы.",3
"339","345","Здраствуйте уважаемые Алма-атинцы! Моё предложение ускорить строительство метрополитена, в будушем от Та<U+0493>ара, от села Панфилова, поселок Отеген батыра, Бурундай,В микрорайонах Ал<U+0493>абас и Асыл Арман с строительством станций в сторону города! спасибо за внимание.",3
"340","346","Здравствуйте! Я проживаю в мкр.ГОРНЫЙ ГИГАНТ,большая просьба наконец таки решить судьбу нашего района, дело в том что квадрат от улиц Назарбаева-Сызганова, Аль-фараби-Шукшина, в местах где выкупили участки под строительство в 2006-2008г.г. и заморозили в связи с кризисом в итоге наш район превратился улицу из жестяных заборов, мусора, и местом продвижения наркотиков, улицы перестали освещаться, и так уже около 10лет, соседи и мы не можем решиться даже улучшить жилищные условия, перестроиться так как живем в неведении что нас ожидает. Уважаемый Бакытжан Абдирович, обратите внимания на данный вопрос",3
"341","347","1) Прошу ввести большой штраф за жестокое обращение и выбрасывание своего животного (кошка, собака) на улицу! 
2)Обязать чипировать и стерилизовать животных, которых не берут для дальнейшего разведения! 
3) Выделить бюджет для приютов для бездомных и изувеченных от рук людей животных! 
4) Разобраться в работе государственной службы отлова бездомных (и не только!!) животных. Вместо финансирования отлова пустить деньги на обязательную стерилизацию, поддержку вет. клиник и приютов!
5) Начтите уже наказывать живодеров по всей строгости!!!! Ведь это и есть показатель развитости страны и способности воспитывать здоровое поколение!",3
"342","348","1. Указан один новый орган для «управления реализацией» Стратегии - Стратегический совет.
Однако информации про Совет катастрофически мало. Каков будет размер органа? Каковы его полномочия, чем они определяются, где они закреплены и т.д. - в идеале должен присутствовать указ/документ об образовании данного Совета, где будет расписана соответствующая информация. Причем документ так же должен быть оговорён с широкой общественностью, иначе доверия к программе как таковой не будет, ведь управление проектом и его мониторинг - ключевые области.
К тому же важно показать как, по каким принципах и на каких условиях формируется Совет, каким образом заинтересованный член гражданского общества может стать его частью и т.д.
В идеале должен существовать сайт/аккаунт/платформа Совета (например, на основании домена almaty-2050, уже известного широкой общественности), где будет предусмотрена возможность простого и быстрого процесса комментирования, постановки вопросов и получения фидбэка. 
2. Проектный офис также может работать в рамках данной платформы. Проблема Проектного офиса в данный момент в том, что далеко не по всем параметрам «видения» Алматы-2050 существует и установлены количественные и измеримые KPI. В тех случаях, где они установлены (снижение пользования автомобилями до 20%, например) они слишком общие и показывают необходимые лишь к 2050 году результаты, не разбивая задачу на более мелкие периоды. Соответственно, смысла в ежегодных публикациях и мониторинге от Проектного офиса не будет, так как KPI либо отсутствует как таковой, либо не прописан в разрезе каждого года. Аналогичная проблема присутствовала в программе Алматы-2020, где в отчете за 2018 признавалось, что для некоторых параметров KPI не был применим изначально, а для других не был собран и т.д. Соответственно, требуется для «видения» по каждой из упомянутых областей создать KPI, разбить на более мелкие периоды и презентовать либо в рамках соответствующих слайдов, либо в рамках «Механизмов реализации и мониторинга». Иначе существование Проектного офиса и часть его деятельности не будут изначально нести смысла.",3
"343","349","3. К тому же не освещена роль ныне существующих органов (Общественный Совет, Управление городского планирования и урбанистики и пр.) в реализации, мониторинге и коррекции Стратегии. Так как определённые области реализации Стратегии пересекаются с областями ответственности вышеупомянутых органов, и допуская компетентность этих органов в данных вопросах, кажется логичным их широкое участие в реализации Стратегии. Однако их роли, возможности и ответственность не расписаны в документе.",3
"344","350","Здравствуйте, в трассе развития отсутствует южная часть города, почему не рассматривается вопрос пробивания проспекта Достык в районе Юбилейного в сторону Талгара то есть можно будет всем приезжим гостям сразу после Чимбулака поехать в Акбулак минуя двухполосную  сильно нагруженную Талгарскую трассу, а также пробить тот же проспект в сторону Алмарасана, а дальше в сторону верхней Каскеленской трассы. Удобство приезжим гостям не говоря уже про хозяев, может быть стимулировало бы еще большой наплыв  иностранцев и развивало бы нашу туристическую индустрию и принесло бы немалый плюс в бюджет города.",4
"345","351","Уважаемый Бакытжан Абдирович, в целях создания благоприятных условий для жителей и гостей города, рассмотрите, пожалуйста, вопрос о приостановке расширения кладбища Кенсай в сторону мкрн. Думан. Вокруг Алматы много мест для захоронения, к тому же можно выбрать ровное место, чтобы за живой изгородью могил не было видно. В данный момент Кенсай расширяют за счет холмов и теперь все захоронения как на ладони. Жители микрорайона будут очень благодарны за рассмотрение этого вопроса. Спасибо!",3
"346","352","В случае сильного землетрясения самой актуальной проблемой в южной столице будет транспортная!..
Вывоз из города раненных и введение спасателей МЧС будет очень затруднено (а практически невозможно) из-за того, что Алматы с юга закрыт горами, с востока и запада имеет выходы только на Таштракт и Кульджинку, а на север выезд только по улице Белинского (Жансугурова)...Все дороги при ЧП окажутся блокированы автотранспортом! 
Поэтому весьма актуальной задачей, является, вопреки мнению скептиков, организация в городе Капшагай парка дирижаблей. Современные конструкции этих летательных аппаратов используют невзрывоопасный гелий и вместительность их достигает до нескольких сотен человек. В спокойное время дирижабли (по отдельным заказам) могут использоваться строительными организациями для монтажа высотных сооружений, для развития туризма (пример - массовые катания гостей на воздушных шарах в турецкой Каппадокии) и в других целях...
А при чрезвычайных ситуациях, а к ним относятся сильные землетрясения, они будут очень эффективны как транспортные средства для вывоза раненных и доставки спасателей...
",3
"347","353","Надо вернуть в Алматы всемирно известного ученого Пастера, имя которого бездумно вычеркнули непросвещенные члены ономастической комиссии, даже не подозревая, что он у каждого из них дома (""пастеризованные"" продукты) и спасшего миллионы землян от опасных заболеваний. Им также, видимо, не было известно, что на месте нынешнего наркодиспансера по одноименной улице в Алма-Ате, с 1915 в течение нескольких десятилетий был Пастеровский Центр, который помог тысячам горожан избежать многих инфекционных болезней...Исчезло, к глубокому сожалению, с карты города и имя первой в мире женщины математика-профессора Софьи Ковалевской...Конечно, заменившие имена этих великих ученых фамилии Мукагали Макатаева и Нургисы Тлендиева имеют колоссальный авторитет в народе, но ведь много же было улиц, носящих ""фруктовые"" названия в том же ""компоте"" за Дворцом Республики (а это район ""золотого квадрата"" города). Даже в этом проявилось неуважение некоторых чиновников к настоящей истории, и это, при явном дефиците в стране памятников материальной культуры (ведь сколько исторических объектов было снесено даже в Алматы!?.), ярко показывает мировому сообществу уровень развития нашего многострадального общества...Поэтому надо возродить вышеназванные достойные имена на новых улицах нашего замечательного города!",3
"348","354","С подачи неназванных консультантов Алматы был назван «городом тысячи красок», что является простым недоразумением, так как это незатейливое прозвище не является личностным, присущим только нашему прекрасному городу. Надо вернуть название «ГОРОД ЯБЛОК»! И не просто название, а каждый год сажать в городе именно яблони апорта , тем более, что аким Алматинской области А.Батталов докладывал, что сады в регионе уже возрождены. Значит надо возродить АПОРТ В ГОРОДЕ! Массовая посадка каждой весной миллионов саженцев яблонь, даже в ближайшие годы украсит все улицы и предгорья так красиво, что тысячи туристов будут приезжать, чтобы любоваться их цветением, как на сакуру в Японии!..",3
"349","355","Добрый день. Мне нравятся действия акимата города , ведь судим мы по результатам. Хотелось бы обратить внимание на одну проблему. В цивилизованых странах это норма , а у нас даже ни разу не озвучивалася этот вопрос. На примере моей пожилой мамы , она не инвалид , но ходит с трудом в силу возраста. Посетить парк или большой торговый дом сложно. В Европе можно взять коляску или кар , и нет проблем. У нас же это не возможно. Даже парк президента не оснащен . Я уважаю старость , ведь это неизбежность. Хотелось бы увидеть заботу о пожилых и от вас. Если мы стремимся в цевилизованое общество , надо начать с себя , и своего окружения. Спасибо",3
"350","356","Добрый день, ответьте на вопрос роща Баума будет застраеваться домами что ли?",4
"351","357","Если создать карту инженерных сетей, где будет точечно указаны проблемные участки, то можно откорректировать бюджет на ремонт этих участков. Бесконтактная диагностика - это дёшево и точное определение изношенных участков труб без вскрытия асфальта. Эта технология даёт возможность рассчитать затраты на ТОЧЕЧНУЮ замену труб до 3-х лет. Красная точка - срочная замена конкретного участка, желтая - замена через год и зелёная - замена к концу третьего года. Имея такую информацию можно сэкономить огромные бюджетные средства и перенаправить их на другие острые проблемы города. Однако, это не выгодно компаниям, производящих ремонт, выгоднее бесконечно перекапывать асфальт и менять трубы.",3
"352","358","Только запрет на вырубку деревьев как в горах, так и в городе, а также активные посадки деревьев в самом городе, спасут экологию, сохранят влагу и облегчит ситуацию в городе. Строительство в горах только ускорит процесс таяния снегов, уменьшит прохождение воздушных бризов и, как следствие, утопить город в смоге.",3
"353","359","Улучшите наши вокзалы(г.Алматы). Сделайте уже нормальные крытые переходы между линиями.Постройте эскалатор там же. Посмотрите как люди переходят между линиями со своим багажом, это целое испытание. Сделайте отдельный вход на поезд.То есть доступ к поезду будут иметь люди у которых есть билет.Сейчас у нас на вокзале какой то базар.",3
"354","360","Давайте начнём прямо завтра это внедрять, а не блокировать. Почему мы не можем уже сегодня сэкономить на бесконтактной диагностике труб любых сетей ( тепловик, водники, газовики)?  Не надо разбазаривать бюджет на копание и закапывание земли, разбивая  и вновь укладывая километры асфальта. Надо научиться использовать бюджетные средства для дела, а не для личных карманов монополистов. Бюджет разбазаривается. Тоже самое по замене труб. Есть новейшие технологии по укладке труб без раскапывания трасс. Опять же большая экономия средств, которые можно переориентировать на насущные проблемы города. Получается, новые технологии невыгодны управляющим компаниям?! Лучше лопатой и ломом, долго и нудно, зато дорого стоит. Вот и получается, то яма, то канава и каждые полгода слезливые просьбы/ дайте денег, опять утечка, взрыв, фонтаны кипящей воды и пр.",3
"355","361","Добрый день! хотелось бы дождаться сноса 2-х этажных общежитий по 1-ой кисловодской 35,так как люди живут ниже на 200м от Райымбека,а никаких преспектив нет,до сих бойлеры в квартирах,куча не легальных построек ,которые делают убогий вид строения ,есть территория снести и построить многоэтажные дома",3
"356","362","Алматы расположен у подножья Заилийского Алатау -- самого северного хребта Тянь-Шаня на высоте от 600 до 1650 метров над уровнем моря. Алматы это горный город со всеми вытекающими отсюда особенностями климата и природных условий. Окрестности Алма-Аты являются частью Иле-Алатауского национального парка, на территории которого организованы природные заказники и заповедник. Многие редкие растения, птицы и звери, обитающие здесь, занесены в Красную книгу Казахстана. Среди них -- снежный барс, или ирбис, ныне украшающий герб Алма-Аты вместе с лепестками дикой яблони Сиверса. Именно здесь обрёл свою родину знаменитый алматинский апорт.
Город расположен на выносе древних и молодых отложений рек Большой и Малой Алматинок и их притоков. Горные реки и озёра являются основным источником для водоснабжения города.",3
"357","363","Алматинский ботанический сад — Главный ботанический сад Казахстана, заложен в 1932 году на площади 108 гектаров. В 1967 году ему присвоен статус научно-исследовательского учреждения. В 2006 году Ботанический сад был внесен перечень «Особо охраняемых природных территорий Республики Казахстан» (ООПТ), что позволило остановить продолжение дальнейшей продажи земель сада под застройку.    - а сейчас прошла новость, что отдав этот уникальный научный и природный объект под Акимат мы приведём к его уничтожению и застройке!",3
"358","364","Нехватка парковочных мест создаёт дополнительные проблемы для перемещения населения, кроме того оплата собираемая единственной частной компанией не идёт в бюджет города, несмотря на то что эксплуатируется муниципальная земля и полиция для сбора штрафов для этой частной компании. Все средство следует отправлять в бюджет города для целевого решения проблем связанных с транспортом.",3
"359","365","
Деревья Алматы находятся под постоянной угрозой варварской 
обрезки, когда спиливают все ветви, оставляя один ствол, называя это ""кронирование"" (ещё «топпинг» или «поларидинг»), что стало главной причиной гибели городских деревьев. Рукож....е и головож...е службы с маниакальным упорством стараются обкорнать любое здоровое дерево. Во всех развитых странах, куда Казахстан вроде бы стремится попасть, признали кронирование не только глупой, но и опасной практикой. Например, в ряде американских городов кронирование даже незаконно. Ниже - выдержки из статьи (оригинал на - http://www.plantamnesty.org/don-t-top-5-reasons-not-to-top , перевод Алексея Дмитриева), в которой представлено 5 причин, из-за которых в нормальных и цивилизованных странах отказываются от кронирования:
1. КРОНИРОВАНИЕ НЕ ДАЕТ ЖЕЛАЕМОГО РЕЗУЛЬТАТА
После кронирования рост дерева ускоряется и стремясь восполнить потерю нормальных объемов листвы, оно дает множество быстрорастущих побегов, чтобы обеспечивать питанием ствол и корни. Оно не прекратит расти, пока не достигнет прежних объемов кроны. Прежних размеров оно достигает, самое большее, за несколько лет. Но если серьезно повредите его во время кронирования оно уже не сможет пережить причиненный ущерб и просто начнет гибнуть. Кронирование не дает долговременного решения проблем, вызванных большой кроной дерева. Значение имеет только вид и сорт дерева. Кизил или клен дланевидный достигают высоты девяти метров, в то время, как дуб или тополь — тридцати. Вы не можете остановить рост дерева кронированием — только убить его.
2. КРОНИРОВАНИЕ ОБОРАЧИВАЕТСЯ БОЛЬШИМИ РАСХОДАМИ
Чтобы дерево не разрасталось, его придется кронировать раз за разом каждые несколько лет, и, в конечном счете оно погибнет. Каждый раз, когда удаляют ветвь, ей на замену быстро вырастает множество тонких и слабых побегов (их называют водяными побегами). Их придется обрезать каждый год, причем каждый раз это будет все труднее делать. Правильно обрезанное дерево не разрастается так же молниеносно, поскольку умеренная обрезка не проворцирует вспышки роста побегов. В действительности, умеренная обрезка оздоровляет дерево и улучшает его облик, а потому, в конечном счете, она гораздо дешевле.
Также кронирование приводит к уценке принадлежащих вам зданий. Как и все элементы ландшафта, внешний вид деревьев влияет на стоимость недвижимости. 
3. КРОНИРОВАННЫЕ ДЕРЕВЬЯ УРОДЛИВЫ
Деревья, у которых только что отпилили ветви, выглядят, как калеки. И это только начало: из среза уродливыми пучками отрастают тонкие и хилые побеги, похожие на ведьмины метла.
Природная красота кроны достигается многими годами здорового, не нарушенного роста, в результате которого ветви распределны равномерно, а крупные ветки плавно переходят в более тонкий молодой прирост. Кронирование уничтожает красивый зимний силуэт дерева. Новые пучки побегов если и будут цвести, то скудно. Некоторые деревья за несколько лет могут восстановиться, но в большинстве случаев кронирование приносит непоправимый вред.
4. КРОНИРОВАННЫЕ ДЕРЕВЬЯ ОПАСНЫ
Согласно исследованиям доктора Алекса Шайго, всемирно признанного ученого и автора работ по арбористике (деревьям), в результате глубокой обрезки и многократного кронирования появляются очаги гнили, которые могут дать о себе знать спустя годы в случае засухи или других повышенных нагрузок.
По ошибочной практике, кронируют деревья потому, что считают, что так они будут безопаснее. На самом же деле, кронирование приводит к тому, что деревья становятся аварийными и опасными в результате четырех факторов:
- ГНИЕНИЕ. Через остающиеся крупные срезы в организм дерева проникают болезнетворные организмы. Если были удалены несколько боковых ветвей, дерево способно противостоять инфекции, но если была спилена часть ствола и обнажилась сердцевина, дерево с трудом сопротивляется гнили. Очаги гниения приводят к тому, что крупные ветки или даже все дерево ломаются и падают — причем часто это случается спустя годы после кронирования.
- НЕДОСТАТОК ПИТАНИЯ. Если говорить по-простому, дерево кормится с помощью листвы. Многократное удаление листового аппарата — источника пищи дерева — приводит к тому, что оно буквально голодает. Дерево, которому не хватает питания, ослабевает и легко поддается болезням, таким, как стволовая гниль — обычная причина падения деревьев.
- ОСЛАБЛЕНИЕ ВЕТВЕЙ. Новые побеги, которые отрастают после кронирования, держатся на стволе гораздо слабее и легко отламываются при сильном ветре или снегопаде — причем даже спустя годы, когда они уже достигают больших размеров и веса. Заново отросшие ветви никогда не имеют такую же структурную целостность, как первоначальные.
- ПОВЫШЕННАЯ ПАРУСНОСТЬ. Из-за того, как отрастают пучки новых побегов, крона кронированного дерева становится плотнее и сильно сдвинута вверх, а потому больше подвержена нагрузкам от ветра. Как следствие, повышается риск падения во время урагана. Если же избирательно проредить крону, ветер проходит сквозь нее лучше. Это называется «уменьшение парусности дерева».
5. КРОНИРОВАНИЕ ПОРТИТ ВАШУ РЕПУТАЦИЮ
Кронированные деревья возле вашего дома создают вам репутацию глупого и жестокого человека.

Эта проблема дискутировалась в мире уже давно кронирование под запретом , а ссылки следующие:
«Как не быть обкраденным службой по обрезке деревьев» - Стив Сандфорд и Эдвин К. Бутчер, «Журнал садоводства и цветоводства», апрель 1988-го.
«Кронирование — самый дорогостоящий вид обрезки» - Алден Келли, «Век деревьев», ноябрь 1985 г.
«Осторожно! Кронирование вредит деревьям!» - К.А.Калсер и др., «Журнал арборикультуры» февраль 1986 г.
""Против вас подают иск?"" - Рэндел С. Стэмнер, ""Век деревьев"", июль 1994 г. (не учитывает последних изменений в законодательстве)
Письмо сайту PlantAmnesty от адвоката Джона Крупника, 26 декабря 1989 года, случай Барсии
«Миф о кронировании» - Линда Чалкер-Скотт, бюллетень Государственной ассоцаиции питомников и ландшафтных дизайнеров Вашингтона, сентябрь 2003 г.
«Сохранить деревья и виды» - журнал «Сансет», май 1989 г.
«Кронирование хвойников — расхожая практика, но правильная ли?» - Джон Хашаген, журнал Ассоциации служб по уходу за деревьями, июль 1992 г.",3
"360","366","Согласно  Tengrinews.kz от 23 июля 2019, выполняя поручение главы города Бакытжана Сагинтаева по приведению в порядок всех арыков и ливневой канализации Алматы, которое он дал во время встречи с горожанами 8 июля, Акимат доложил, что вода пошла по арыкам четырех районов: по Ауэзовскому, Алмалинскому, Бостандыкскому и Медеускому.  Я  23 июля прошёл по ул. Богенбай батыра от ул. Калдаякова до ул. Валиханова и затем по  ул. Шевченко до пр. Назарбаева. По дороге фотографировал арыки, подающие воду как с Юга на Север, так и в направлении Восток-Запад. Первый сюрприз - арык от ул. Зенкова по ул. Богенбай батыра (южная сторона) на восток тупиковый. Вода же текла только  на 2-х проспектах: по одной восточной стороне пр. Достык. И, естественно, по обеим сторонам проспекта имени Первого президента. И всё! Наши чиновники, наверное, даже в дурном сне на этом проспекте не только поручение акима нарушить, но и пукнуть тихо в брюки боятся! А все остальные арыки были пустые. В некоторых огромное количество сухой листвы и мусора свидетельствовало о том, что там отродясь или давно уже  воды не было! Всё на фото. Я прошёл почти весь старый центр! Если здесь ничего не протекает, то и внизу естественно ничего нет и сверху ничего не подают! Видимо опять шлюзы закрыты, или просто не хотят открывать что бы арыки не чистить. Но деревья гибнут! Сухие арыки, как обескровленные вены, уже становятся повседневной реальностью нашего многострадального мегаполиса!
Нужно восстанавливать специальность  Мирабо - инженеров по управлению арыками для полива . МИРА<U+0301>Б -а; м. [от араб. mir - господин и перс. ab - вода] В Средней Азии: лицо, ведающее оросительной системой и порядком пользования водой. У нас эта профессия исчезла и следовательно очередь за арыками и зелёным массивом! 

В той же публикации : https://yandex.kz/turbo?text=https%3A%2F%2Ftengrinews.kz%2Fkazakhstan_news%2Fpo-aryikam-v-almatyi-pustili-vodu-374655%2F
""С момента моего назначения акимом Алматы вопрос состояния арычной системы был одним из первых, поднятых жителями города. Сейчас вода пошла по арыкам четырех районов: по Ауэзовскому, Алмалинскому, Бостандыкскому и Медеускому. До 30 июля завершим все работы и пустим воду везде"", - написал аким города на своей странице в Instagram.",3
"361","367","Добрый вечер!
Мне нравится план развития города, особенно развитие общественного транспорта и отдельных районов, таких как СЭЗ ПИТ ""Алатау"". Конечно общественный транспорт города на данный момент имеет множество недостатков, но думаю введение ЛРТ и метро позволит значительно снизить транспортный поток. 
Хотелось бы, чтобы при строительстве новых районов учитывалось количество больниц, школ, детских садов и других социально значимых общественных учреждений. Если обратить внимание в городе идет активная застройка жилых комплексов, но инфраструктура этих районов остается прежней и как следствие в школах и детских садах наблюдается постоянная перегруженность. В больницах с введением электронной регистрации нагрузка умеренна, но наблюдаются сезонные пики нагрузки. Отдельно, хотелось бы подчеркнуть аналогичные проблемы с инженерными сетями, при увеличении потребителей нагрузка на них возрастает, а количество и мощность распределительных станции остается прежним. В связи с этим некоторые районы имеют систематические проблемы с электро и теплоснабжением. 
Надеюсь вы учтете данные замечания. Желаю вам удачи в реализации данного плана.
P.S. Надеюсь, что строительство ЛРТ будет развиваться более быстрыми темпами по сравнению с метро.
 P.P.S. за 10 лет проживания в г. Алматы, в первый раз вижу глобальный план развития, думаю это хороший знак.",4
"362","368","Алматы претендует на тысячелетнюю историю, но, увы, у посетителя Музея истории города не складывается такого впечатления!..Крайне мало экспонатов, подтверждающих древность и сделан явный крен на малозначительные факты новейшей истории страны…К примеру, можно было запросить из Эрмитажа в Санкт-Петербурге хотя бы копию большой бронзовой чаши с расположенными по окружности фигурами животных, на табличке которой написано, что этот артефакт привезен из города Верный в конце XIX века, а изготовлен гораздо раньше...Фотографии многих артефактов имеются и в последних книгах академика К. Байпакова, а в музее надо бы выставить их оригиналы. И это только одиночные примеры для приведения музея в соответствие с его статусом. 
Большим парадоксом является то, что в музее истории южной столицы практически нет материалов о Д.А. Кунаеве, отражающих его неоценимый вклад в создание современного облика нашего прекрасного города и это является очень большим упущением.
Ненормальным является также и то, что даже из двух десятков великих деятелей культуры, удостоенных высшего звания ""Народный артист СССР"", в Музее города выставлены материалы только по уважаемому Ермеку Серкебаеву, а остальных нет даже в списках. Похоже, что администрацией музея выставляется только то, что им принесли, а надо бы активней самим работать над полнотой экспозиций...Я уже не говорю, что не показана роль Г.Колпаковского в развитии города Верный, не упомянуты создатель знаменитого алматинского апорта Рядько, садоустроитель Баум, имя которого сохранилось в названии рощи и многих других. Это может расцениваться, что «память коротка» у некоторых псевдознатоков культуры и истории.
Обращает на себя внимание также полное отсутствие в Музее города сведений о выдающихся ученых, которые приумножили славу Алматы: градостроителях, академиках, врачах, педагогах и др. Поэтому надо провести кардинальную реконструкцию экспозиций и дальше совершенствовать этот очаг культуры, который должен объективно показывать настоящую историю всем гостям и быть одним из центров просвещения подрастающего поколения казахстанцев!..
",3
